symbol,name,price
AAT0000A2HD01.VI,EGB OE TL.Z./DT POST,2.14
AAT0000A2HD19.VI,EGB OE TL.Z./DT POST,2.27
AAT0000A2HD27.VI,EGB OE TL.Z./DT POST,2.40
AAT0000A2HDQ1.VI,EGB OE TL.Z./GEA GROUP,3.48
AAT0000A2HDR9.VI,EGB OE TL.Z./GEA GROUP,3.61
AAT0000A2HDS7.VI,EGB OE TL.Z./GEA GROUP,3.74
AAT0000A2HDT5.VI,EGB OE TL.Z./GEA GROUP,3.87
AAT0000A2HDU3.VI,EGB OE TL.Z./GEA GROUP,4.00
AAT0000A2HE00.VI,EGB OE TL.Z./INFINEON,1.94
AAT0000A2HE18.VI,EGB OE TL.Z./INFINEON,2.00
AAT0000A2HE26.VI,EGB OE TL.Z./INFINEON,2.07
AAT0000A2HE34.VI,EGB OE TL.Z./INFINEON,2.13
AAT0000A2HE42.VI,EGB OE TL.Z./INFINEON,2.20
AAT0000A2HEQ9.VI,EGB OE TL.Z./MUENCH RUECK,34.77
AAT0000A2HER7.VI,EGB OE TL.Z./MUENCH RUECK,35.42
AAT0000A2HES5.VI,EGB OE TL.Z./MUENCH RUECK,36.08
AAT0000A2HJ62.VI,EGB OE TS.Z./VONOVIA,2.80
AAT0000A2HKY0.VI,EB Future Invest Garant III-30,99.10
AAT0000A2HKZ7.VI,EB Green Invest Garant 20-30,103.95
AAT0000A2HLB6.VI,RCB GarZ/iSTOXXGlobMegSel50-28,116.39
AAT0000A2HPP7.VI,RCB GarZ/iSTOXXGlobMegSel50-28,113.51
AAT0000A2HQ55.VI,RCB GarZ/STXGLOESGLeadSel50-28,114.55
AAT0000A2HQF6.VI,RCB GarZ/STOXXGlobSelDiv100-28,118.17
AAT0000A2HQG4.VI,RCB GarZ/STXGLOESGLeadSel50-27,123.75
AAT0000A2HR70.VI,RCB OE TL.Z./Dt Bank,2.40
AAT0000A2HRS7.VI,RCB GarZ/STOXXGlobSelDiv100-28,118.17
AAT0000A2HSY3.VI,EB Future Invest Garant IV-29,98.35
AAT0000A2HT03.VI,EB Green Invest Garant II-30,102.50
AAT0000A2HV25.VI,RCB OE TL.Z./voestalpine,2.99
AAT0000A2HVN0.VI,RCB GarZ/STOXXGlobSelDiv100-28,119.04
AAT0000A2HVP5.VI,RCB GarZ/STXGLOESGLeadSel50-27,116.36
AAT0000A2HW99.VI,EGB OE TL.Z./SBO,1.88
AAT0000A2HWB3.VI,EGB OE TL.Z./VERBUND,1.92
AAT0000A2HWC1.VI,EGB OE TL.Z./VERBUND,1.66
AAT0000A2HWD9.VI,EGB OE TL.Z./VERBUND,1.40
AAT0000A2HWM0.VI,EGB OE TL.Z./WIENERBERGER,1.29
AAT0000A2HXW7.VI,EGB OE TL.Z./FRAPORT,5.19
AAT0000A2HYB9.VI,EGB OE TS.Z./FRESENIUS MED,2.64
AAT0000A2J1B9.VI,EGB OE TL.Z./COMMERZBANK,2.86
AAT0000A2J2C5.VI,EGB OE TS.Z./VONOVIA,3.27
AAT0000A2J2D3.VI,EGB OE TS.Z./VONOVIA,3.03
AAT0000A2J322.VI,RCB GarZ/STOXXGlobSelDiv100-28,113.11
AAT0000A2J330.VI,ProShares Ultra MSCI Emerging M,113.11
AAT0000A2J3J8.VI,RCB GarZ/STXGLOESGLeadSel50-27,116.36
AAT0000A2J3T7.VI,RCB GarZ/STOXXGlobSelDiv100-28,113.11
AAT0000A2J3V3.VI,RCB GarZ/STXGLOESGLeadSel50-27,116.36
AAT0000A2J3W1.VI,RCB GarZ/STXGLOESGLeadSel50-27,116.36
AAT0000A2J405.VI,FTSE 100 Daily Short Index,116.36
AAT0000A2J462.VI,EB Green Invest Garant III-30,102.60
AAT0000A2J470.VI,EB Future Invest Garant V-30,97.75
AAT0000A2J4G2.VI,RCB GarZ/STXGLOESGLeadSel50-27,115.61
AAT0000A2J6W4.VI,EGB OE TL.Z./BMW,4.04
AAT0000A2J7E0.VI,EGB OE TL.Z./FACC,0.72
AAT0000A2J9U2.VI,EGB OE TL.Z./SIEMENS HEALTH,0.26
AAT0000A2JA85.VI,EGB OE Index.Z./SERMA Index,17.75
AAT0000A2JAB5.VI,RCB GarZ/iSTOXXGlobEthSel30-28,112.25
AAT0000A2JAC3.VI,RCB GarZ/STOXXGlobSelDiv100-28,112.30
AAT0000A2JAE9.VI,RCB GarZ/STXGLOESGLeadSel50-27,115.55
AAT0000A2JAJ8.VI,RCB GarZ/iSTOXXGlobEthSel30-28,112.25
AAT0000A2JB68.VI,RCB GarZ/iSTOXXGlobEthSel30-28,119.97
AAT0000A2JBC1.VI,RCB GarZ/iSTOXXGlobEthSel30-28,111.67
AAT0000A2JBD9.VI,RCB GarZ/iSTOXXGlobEthSel30-28,119.97
AAT0000A2JBJ6.VI,RCB GarZ/STOXXGlobSelDiv100-28,112.30
AAT0000A2JBM0.VI,RCB GarZ/STXGLOESGLeadSel50-27,115.55
AAT0000A2JBR9.VI,RCB GarZ/iSTOXXGlobEthSel30-28,111.67
AAT0000A2JBS7.VI,RCB GarZ/iSTOXXGlobEthSel30-28,111.67
AAT0000A2JBT5.VI,RCB GarZ/iSTOXXGlobEthSel30-28,111.67
AAT0000A2JBU3.VI,RCB GarZ/iSTOXXGlobEthSel30-28,111.67
AAT0000A2JBV1.VI,RCB GarZ/iSTOXXGlobEthSel30-28,111.67
AAT0000A2JBW9.VI,RCB GarZ/iSTOXXGlobEthSel30-28,111.67
AAT0000A2JBX7.VI,RCB GarZ/iSTOXXGlobEthSel30-28,111.67
AAT0000A2JBY5.VI,RCB GarZ/iSTOXXGlobEthSel30-28,111.67
AAT0000A2JG30.VI,RCB GarZ/iSTOXXGlobEthSel30-28,111.67
AAT0000A2JG48.VI,RCB GarZ/STOXXGlobSelDiv100-28,112.30
AAT0000A2JSL6.VI,RCB GarZ/iSTOXXGlobEthSel30-28,111.67
AAT0000A2JWA1.VI,EGB OE TL.Z./FRAPORT,5.45
AAT0000A2JXL6.VI,EGB OE TL.Z./LUFTHANSA,0.54
AAT0000A2JXM4.VI,EGB OE TL.Z./LUFTHANSA,0.57
AAT0000A2JYZ4.VI,EB Green Invest Garant IV-30,103.30
AAT0000A2JZ03.VI,EB Future Invest Garant VI-30,97.20
AAT0000A2JZ78.VI,RCB BonZ/ESX50 SX500USAESGX-25,151.70
AAT0000A2JZA4.VI,RCB GarZ/STOXXGlobSelDiv100-27,114.21
AAT0000A2K627.VI,RCB OE TL.Z./Palfinger,2.82
AAT0000A2K668.VI,RCB OE TL.Z./Post,1.16
AAT0000A2K6H2.VI,RCB OE TL.Z./Wienerberger,1.18
AAT0000A2K9H6.VI,RCB GarZ/STXGLOESGLeadSel50-28,111.39
AAT0000A2K9J2.VI,RCB GarZ/STXGLOESGLeadSel50-28,108.99
AAT0000A2K9L8.VI,RCB GarZ/STOXXGlobSelDiv100-28,110.39
AAT0000A2KD14.VI,RCB GarZ/STOXXGlobSelDiv100-28,110.39
AAT0000A2KD22.VI,RCB GarZ/STXGLOESGLeadSel50-28,108.99
AAT0000A2KD30.VI,MSCI USA BARRA VALUE NETR USD,108.99
AAT0000A2KDH4.VI,RCB GarZ/STXGLOESGLeadSel50-28,108.99
AAT0000A2KDJ0.VI,RCB GarZ/STXGLOESGLeadSel50-28,108.99
AAT0000A2KDK8.VI,RCB GarZ/STOXXGlobSelDiv100-28,110.39
AAT0000A2KDM4.VI,RCB GarZ/STOXXGlobSelDiv100-28,110.39
AAT0000A2KDP7.VI,RCB GarZ/IXGES3P SGESGSEP-28,109.33
AAT0000A2KE62.VI,EGB OE TL.Z./K+S,0.96
AAT0000A2KE70.VI,EGB OE TL.Z./K+S,0.93
AAT0000A2KEG4.VI,EGB OE TL.Z./LUFTHANSA,0.60
AAT0000A2KF12.VI,EGB OE TL.Z./ANDRITZ,4.83
AAT0000A2KFJ5.VI,EGB OE TL.Z./DT BANK,2.26
AAT0000A2KLG9.VI,RCB GarZ/IXGES3P SGESGSEP-28,109.33
AAT0000A2KLH7.VI,RCB GarZ/IXGES3P SGESGSEP-28,109.33
AAT0000A2KLJ3.VI,RCB GarZ/IXGES3P SGESGSEP-28,109.33
AAT0000A2KLK1.VI,RCB GarZ/IXGES3P SGESGSEP-28,109.33
AAT0000A2KLL9.VI,RCB GarZ/IXGES3P SGESGSEP-28,109.33
AAT0000A2KLM7.VI,RCB GarZ/STXGLOESGLeadSel50-28,108.99
AAT0000A2KLP0.VI,RCB GarZ/STOXXGlobSelDiv100-28,110.39
AAT0000A2KLQ8.VI,STX NETHERLANDS SC PR DL,108.99
AAT0000A2KLR6.VI,RCB GarZ/STOXXGlobSelDiv100-28,110.39
AAT0000A2KLT2.VI,RCB GarZ/STOXXGlobSelDiv100-28,109.73
AAT0000A2KPX5.VI,RCB OE TL.Z./Frequentis,6.39
AAT0000A2KQS3.VI,RCB GarZ/STOXXGlobSelDiv100-28,110.39
AAT0000A2KRY9.VI,EB Future Invest Garant VII-30,94.75
AAT0000A2KRZ6.VI,ISTX UK 35 GR EO,99.45
AAT0000A2KW03.VI,RCB GarZ/STOXXGlobSelDiv100-28,109.71
AAT0000A2KW11.VI,RCB GarZ/STOXXGlobSelDiv100-28,109.62
AAT0000A2KW29.VI,RCB GarZ/STXGLOESGLeadSel50-28,107.63
AAT0000A2KWB7.VI,EGB OE TL.Z./ANDRITZ,4.58
AAT0000A2KWC5.VI,EGB OE TL.Z./ANDRITZ,4.32
AAT0000A2KWD3.VI,EGB OE TL.Z./ANDRITZ,4.06
AAT0000A2KWF8.VI,EGB OE TL.Z./CA IMMO,1.22
AAT0000A2KWG6.VI,EGB OE TL.Z./CA IMMO,1.09
AAT0000A2KWH4.VI,EGB OE TL.Z./ERSTE GROUP,9.14
AAT0000A2KWJ0.VI,EGB OE TL.Z./ERSTE GROUP,9.07
AAT0000A2KWK8.VI,EGB OE TL.Z./ERSTE GROUP,9.01
AAT0000A2KWL6.VI,EGB OE TL.Z./ERSTE GROUP,8.95
AAT0000A2KWM4.VI,EGB OE TL.Z./ERSTE GROUP,8.88
AAT0000A2KWN2.VI,EGB OE TL.Z./EVN,1.75
AAT0000A2KWV5.VI,EGB OE TL.Z./OMV,4.76
AAT0000A2KWW3.VI,EGB OE TL.Z./OMV,4.50
AAT0000A2KX44.VI,EGB OE TL.Z./SBO,2.08
AAT0000A2KX85.VI,EGB OE TL.Z./VERBUND,0.83
AAT0000A2KX93.VI,EGB OE TL.Z./VIG,5.12
AAT0000A2KXA7.VI,EGB OE TL.Z./VIG,4.99
AAT0000A2KXY7.VI,EGB OE TL.Z./BMW,3.72
AAT0000A2KXZ4.VI,EGB OE TL.Z./BMW,3.40
AAT0000A2KY01.VI,EGB OE TL.Z./BMW,3.07
AAT0000A2KYT5.VI,EGB OE TL.Z./OEST. POST,1.41
AAT0000A2KYU3.VI,EGB OE TL.Z./SBO,1.82
AAT0000A2KYV1.VI,EGB OE TL.Z./SBO,1.95
AAT0000A2L0X1.VI,EGB OE TL.Z./SIEMENS,14.06
AAT0000A2L1P5.VI,EGB OE TL.Z./ALLIANZ,23.36
AAT0000A2L1Q3.VI,EGB OE TL.Z./ALLIANZ,22.72
AAT0000A2L1R1.VI,EGB OE TL.Z./ALLIANZ,22.07
AAT0000A2L260.VI,EGB OE TL.Z./MUENCH RUECK,34.14
AAT0000A2L278.VI,EGB OE TL.Z./MUENCH RUECK,33.50
AAT0000A2L351.VI,EGB OE TL.Z./COMMERZBANK,2.84
AAT0000A2L369.VI,EGB OE TL.Z./COMMERZBANK,2.83
AAT0000A2L377.VI,EGB OE TL.Z./COMMERZBANK,2.81
AAT0000A2L385.VI,EGB OE TL.Z./COMMERZBANK,2.79
AAT0000A2L393.VI,EGB OE TL.Z./COMMERZBANK,2.78
AAT0000A2L3E5.VI,EGB OE TL.Z./K+S,0.90
AAT0000A2L3F2.VI,EGB OE TL.Z./K+S,0.87
AAT0000A2L435.VI,RCB GarZ/STXGLOESGLeadSel50-28,107.63
AAT0000A2L575.VI,RCB GarZ/STOXXGlobSelDiv100-28,109.71
AAT0000A2LEE7.VI,EGB OE TL.Z./ERSTE GROUP,8.82
AAT0000A2LEF4.VI,EGB OE TL.Z./ERSTE GROUP,8.75
AAT0000A2LEG2.VI,EGB OE TL.Z./ERSTE GROUP,8.69
AAT0000A2LEH0.VI,EGB OE TL.Z./ERSTE GROUP,8.62
AAT0000A2LEJ6.VI,EGB OE TL.Z./ERSTE GROUP,8.56
AAT0000A2LEK4.VI,World Gold Trust SPDR Gold Mini,1.62
AAT0000A2LET5.VI,EGB OE TL.Z./OMV,4.24
AAT0000A2LEW9.VI,EGB OE TL.Z./SBO,1.56
AAT0000A2LEX7.VI,EGB OE TL.Z./SBO,1.43
AAT0000A2LEZ2.VI,EGB OE TL.Z./UNIQA,1.18
AAT0000A2LF03.VI,EGB OE TL.Z./UNIQA,1.15
AAT0000A2LF11.VI,EGB OE TL.Z./VERBUND,0.51
AAT0000A2LFG9.VI,EGB OE TL.Z./DT BOERSE,7.50
AAT0000A2LG36.VI,EGB OE TL.Z./SIEMENS,14.38
AAT0000A2LG44.VI,EGB OE TL.Z./SIEMENS,14.70
AAT0000A2LGD4.VI,EGB OE TS.Z./FRESENIUS MED,2.41
AAT0000A2LGW4.VI,EGB OE TL.Z./COMMERZBANK,2.77
AAT0000A2LH35.VI,EGB OE TL.Z./K+S,0.84
AAT0000A2LH43.VI,EGB OE TL.Z./K+S,0.81
AAT0000A2LH50.VI,EGB OE TL.Z./K+S,0.77
AAT0000A2LH68.VI,EGB OE TL.Z./K+S,0.74
AAT0000A2LXV1.VI,RCB OE TL.Z./Allianz,24.79
AAT0000A2LXW9.VI,RCB OE TL.Z./Allianz,23.82
AAT0000A2LXX7.VI,RCB OE TL.Z./Allianz,22.84
AAT0000A2LZB8.VI,RCB OE TL.Z./SAP,9.95
AAT0000A2LZL7.VI,RCB OE TL.Z./K+S,0.85
AAT0000A2LZM5.VI,RCB OE TL.Z./Siemens,16.71
AAT0000A2LZN3.VI,RCB OE TL.Z./Siemens,16.22
AAT0000A2LZP8.VI,RCB OE TL.Z./Siemens,15.71
AAT0000A2M623.VI,RCB OE TL.Z./ATX,36.05
AAT0000A2MAS3.VI,RCB OE TL.Z./OMV,4.24
AAT0000A2MBT9.VI,EB Future Invest Garant 95%-30,92.40
AAT0000A2MHT6.VI,RCB GarZ/STXGLOESGLeadSel50-29,111.12
AAT0000A2MHU4.VI,RCB GarZ/STOXXGlobSelDiv100-29,108.14
AAT0000A2MJ73.VI,EB Future Invest Garant 95%-31,91.45
AAT0000A2MJJ3.VI,EB Global Select Garant 90%-31,103.40
AAT0000A2MJQ8.VI,RCB Gar.Z./SDGP/SGESGSEP 21-29,111.74
AAT0000A2MJR6.VI,RCB GarZ/STXGLOESGLeadSel50-29,111.12
AAT0000A2MJS4.VI,RCB GarZ/STOXXGlobSelDiv100-29,108.14
AAT0000A2MK88.VI,RCB GarZ/STOXXGlobSelDiv100-29,108.14
AAT0000A2MKR4.VI,RCB OE TL.Z./Do&Co,16.42
AAT0000A2MKS2.VI,RCB OE TL.Z./Do&Co,15.32
AAT0000A2MP34.VI,RCB OE TL.Z./BrentCrudeOil,6.11
AAT0000A2MZL5.VI,RCB OETrackX2 l BASF,4.89
AAT0000A2MZN1.VI,RCB OETrackX4 l BASF,0.41
AAT0000A2MZR2.VI,RCB OETrackX2 l BMW St,14.18
AAT0000A2MZS0.VI,RCB OETrackX3 l BMW St,8.35
AAT0000A2MZT8.VI,RCB OETrackX4 l BMW St,3.21
AAT0000A2MZU6.VI,RCB OETrackX5 l BMW St,0.79
AAT0000A2N0K6.VI,RCB OETrackX5 l SAP,1.87
AAT0000A2N0L4.VI,RCB OETrackX2 l Siemens,24.62
AAT0000A2N0M2.VI,RCB OETrackX3 l Siemens,17.85
AAT0000A2N0R1.VI,RCB OETrackX3 l VW Vz,1.77
AAT0000A2N167.VI,RCB OETrackX3 s BMW St,0.17
AAT0000A2N1U3.VI,RCB OETrackX2 s Infineon,0.68
AAT0000A2N274.VI,RCB OETrackX2 s VW Vz,1.91
AAT0000A2N282.VI,RCB OETrackX3 s VW Vz,0.39
AAT0000A2N5U4.VI,RCB OE TL.Z./OMV,3.40
AAT0000A2N6N7.VI,RCB OE TL.Z./ATX,33.06
AAT0000A2N6P2.VI,RCB OE TL.Z./ATX,31.85
AAT0000A2NAK8.VI,EB Green Invest Gar 90% II-26,107.60
AAT0000A2NAL6.VI,EB Future Invest Gar 95% II-31,91.10
AAT0000A2NAM4.VI,EB Global Select Gar 90% II-31,101.50
AAT0000A2NAR3.VI,EB MemExpr PayPal 21-26,13.70
AAT0000A2NB13.VI,EGB OE TL.Z./ERSTE GROUP,8.43
AAT0000A2NBD1.VI,EGB OE TL.Z./OMV,3.98
AAT0000A2NBE9.VI,EGB OE TL.Z./OMV,3.73
AAT0000A2NBF6.VI,EGB OE TL.Z./OMV,3.47
AAT0000A2ND11.VI,EGB OE TL.Z./VIG,4.73
AAT0000A2NDF2.VI,EGB OE TS.Z./LANXESS,4.99
AAT0000A2NDG0.VI,EGB OE TS.Z./LANXESS,4.76
AAT0000A2NGQ2.VI,EGB OE TL.Z./K+S,0.73
AAT0000A2NGR0.VI,EGB OE TL.Z./K+S,0.70
AAT0000A2NGS8.VI,EGB OE TL.Z./K+S,0.67
AAT0000A2NHA4.VI,EGB OE TS.Z./ADIDAS,16.71
AAT0000A2NXW5.VI,RCB Bonus.Z./ESTOXX50Gold20-26,119.01
AAT0000A2NXX3.VI,RCB Bonus.Z./DAX 50 ESG 21-26,137.79
AAT0000A2NXY1.VI,RCB GarZ/STOXXGlobSelDiv100-29,106.19
AAT0000A2NXZ8.VI,RCB GarZ/STXGLOESGLeadSel50-29,108.16
AAT0000A2NY08.VI,RCB GarZ/STOXXGlobSelDiv100-29,107.77
AAT0000A2NY57.VI,RCB Expr.Z./voestalpine 21-26,133.22
AAT0000A2NY73.VI,RCB Expr.Z./Dt Post 21-26,129.35
AAT0000A2P311.VI,RCB OE TL.Z./Palfinger,2.42
AAT0000A2P3A9.VI,RCB OE TL.Z./Post,1.47
AAT0000A2P3B7.VI,RCB OE TL.Z./Post,1.00
AAT0000A2P3Q5.VI,RCB OE TL.Z./Flughafen,3.31
AAT0000A2P4W1.VI,RCB OETrackX2 l Post,10.06
AAT0000A2P4Y7.VI,RCB OETrackX4 l Post,3.87
AAT0000A2P501.VI,RCB OETrackX2 l VIG,77.54
AAT0000A2P535.VI,RCB OETrackX2 s VIG,0.35
AAT0000A2P543.VI,RCB OETrackX2 l Wienerberger,6.70
AAT0000A2P550.VI,RCB OETrackX3 l Wienerberger,2.36
AAT0000A2P568.VI,RCB OETrackX4 l Wienerberger,0.49
AAT0000A2P576.VI,BNY MELLON SUSTAINABLE INTERNAT,1.51
AAT0000A2PAP2.VI,RCB OE TL.Z./Verbund,0.59
AAT0000A2PCF9.VI,RCB OETrackX2 l ATX,34.12
AAT0000A2PCG7.VI,RCB OETrackX3 l ATX,43.95
AAT0000A2PCH5.VI,RCB OETrackX4 l ATX,47.21
AAT0000A2PCJ1.VI,RCB OETrackX2 l Andritz,23.94
AAT0000A2PCK9.VI,RCB OETrackX2 l AT & S,8.42
AAT0000A2PCL7.VI,RCB OETrackX3 l AT & S,0.91
AAT0000A2PCM5.VI,RCB OETrackX2 l BAWAG Group,138.13
AAT0000A2PCN3.VI,RCB OETrackX3 l BAWAG Group,247.73
AAT0000A2PCP8.VI,RCB OETrackX2 l Erste Group,107.43
AAT0000A2PCQ6.VI,RCB OETrackX4 l Erste Group,118.29
AAT0000A2PCR4.VI,RCB OETrackX2 l FACC,5.80
AAT0000A2PCT0.VI,RCB OETrackX2 l Lenzing,0.26
AAT0000A2PCW4.VI,RCB OETrackX2 l OMV,24.18
AAT0000A2PCZ7.VI,RCB OETrackX2 l SBO,5.75
AAT0000A2PD01.VI,RCB OETrackX3 l SBO,1.47
AAT0000A2PD19.VI,RCB OETrackX4 l SBO,0.19
AAT0000A2PD27.VI,RCB OETrackX2 l Uniqa,61.03
AAT0000A2PD35.VI,RCB OETrackX3 l Uniqa,104.00
AAT0000A2PD43.VI,RCB OETrackX2 l Verbund,3.22
AAT0000A2PD50.VI,RCB OETrackX3 l Verbund,0.68
AAT0000A2PD76.VI,RCB OETrackX2 s Andritz,0.67
AAT0000A2PDB6.VI,RCB OETrackX2 s FACC,0.83
AAT0000A2PDD2.VI,RCB OETrackX2 s OMV,0.51
AAT0000A2PDE0.VI,RCB OETrackX2 s RBI,0.11
AAT0000A2PDG5.VI,RCB OETrackX2 s Uniqa,0.54
AAT0000A2PDH3.VI,RCB OETrackX2 s Verbund,2.59
AAT0000A2PHP7.VI,RCB OE TL.Z./Do&Co,14.59
AAT0000A2PHS1.VI,RCB OE TL.Z./Frequentis,6.09
AAT0000A2PHT9.VI,RCB OE TL.Z./Frequentis,5.88
AAT0000A2PKA3.VI,RCB OETrackX2 l Do&Co,47.23
AAT0000A2PKB1.VI,RCB OETrackX3 l Do&Co,37.01
AAT0000A2PKC9.VI,RCB OETrackX2 l Frequentis,76.11
AAT0000A2PKD7.VI,RCB OETrackX3 l Frequentis,72.85
AAT0000A2PKE5.VI,RCB OETrackX2 l CPI Europe,5.29
AAT0000A2PKF2.VI,RCB OETrackX3 l CPI Europe,1.84
AAT0000A2PKG0.VI,RCB OETrackX2 l Kapsch,0.63
AAT0000A2PKH8.VI,RCB OETrackX3 l Kapsch,0.06
AAT0000A2PKJ4.VI,RCB OETrackX2 l Rosenbauer,6.69
AAT0000A2PKK2.VI,RCB OETrackX3 l Rosenbauer,2.30
AAT0000A2PKN6.VI,RCB OETrackX2 l voestalpine,13.15
AAT0000A2PKP1.VI,RCB OETrackX3 l voestalpine,6.52
AAT0000A2PKS5.VI,RCB GarZ/STOXXGlobSelDiv100-29,106.19
AAT0000A2PKT3.VI,RCB GarZ/STOXXGlobSelDiv100-29,106.19
AAT0000A2PKU1.VI,RCB GarZ/STOXXGlobSelDiv100-29,106.19
AAT0000A2PKV9.VI,RCB GarZ/STOXXGlobSelDiv100-29,106.19
AAT0000A2PKW7.VI,ProShares UltraPro Russell2000,106.19
AAT0000A2PKX5.VI,CSI Hong Kong Connect High Divi,119.01
AAT0000A2PKY3.VI,RCB GarZ/STXGLOESGLeadSel50-29,108.16
AAT0000A2PNF6.VI,ETF SERIES SOLUTIONS APTUS COLL,107.77
AAT0000A2PNG4.VI,RCB GarZ/STOXXGlobSelDiv100-29,107.77
AAT0000A2PNH2.VI,RCB GarZ/STOXXGlobSelDiv100-29,107.77
AAT0000A2PNJ8.VI,RCB GarZ/STOXXGlobSelDiv100-29,107.77
AAT0000A2PNU5.VI,RCB BonZ/ESTOXX50 S&P500 21-27,149.42
AAT0000A2PNY7.VI,EGB OE TL.Z./BAWAG GROUP,11.46
AAT0000A2PNZ4.VI,EGB OE TL.Z./BAWAG GROUP,11.20
AAT0000A2PPJ3.VI,EGB OE TL.Z./OMV,3.22
AAT0000A2PQK9.VI,EGB OE TL.Z./GEA GROUP,3.36
AAT0000A2PXK5.VI,RCB OETrackX2 l Mayr Melnhof,2.05
AAT0000A2PXL3.VI,RCB OETrackX3 l Mayr Melnhof,0.51
AAT0000A2PXN9.VI,RCB OETrackX2 l Palfinger,9.45
AAT0000A2PXP4.VI,RCB OETrackX3 l Palfinger,4.12
AAT0000A2PXQ2.VI,RCB OETrackX4 l Palfinger,1.12
AAT0000A2PXU4.VI,RCB OETrackX2 l Semperit,2.01
AAT0000A2PXV2.VI,RCB OETrackX3 l Semperit,0.31
AAT0000A2PXW0.VI,RCB OETrackX4 l Semperit,0.02
AAT0000A2PY06.VI,RCB OETrackX2 l Flughafen,24.66
AAT0000A2PY14.VI,RCB OETrackX3 l Flughafen,23.17
AAT0000A2PY22.VI,RCB OETrackX4 l Flughafen,15.90
AAT0000A2PY30.VI,RCB OETrackX2 s Mayr Melnhof,9.76
AAT0000A2PY48.VI,RCB OETrackX2 s Palfinger,1.17
AAT0000A2PY63.VI,RCB OETrackX2 s Semperit,2.51
AAT0000A2PY97.VI,RCB OETrackX2 s Flughafen,0.88
AAT0000A2Q244.VI,EB Green Invest Gar 90% III-26,105.15
AAT0000A2Q251.VI,EB Future Invest Gar 95%III-31,91.10
AAT0000A2Q269.VI,EB Global Select 90%III Gar-31,99.85
AAT0000A2Q2S2.VI,RCB GarZ/STOXXGlobSelDiv100-29,103.99
AAT0000A2Q7H4.VI,RCB OETrackX2 l CECE EUR,44.44
AAT0000A2Q7J0.VI,RCB OETrackX2 l CECE SRI EUR,59.21
AAT0000A2Q7K8.VI,RCB OETrackX3 l CECE SRI EUR,106.85
AAT0000A2Q7L6.VI,RCB OETrackX2 s CECE EUR,0.61
AAT0000A2QAG9.VI,RCB GarZ/STOXXGlobSelDiv100-29,103.99
AAT0000A2QBN3.VI,EB MultiMemExpr Chemie 21-26,114.65
AAT0000A2QDP4.VI,RCB BonZ/iSTOXXGlobMegSel50-26,110.61
AAT0000A2QDR0.VI,RCB Bonus.Z./ESTOXX50Gold20-26,101.93
AAT0000A2QDV2.VI,RCB GarZ/STXGLOESGLeadSel50-29,107.47
AAT0000A2QDW0.VI,RCB GarZ/STOXXGlobSelDiv100-29,105.08
AAT0000A2QGW3.VI,EGB OE TL.Z./GEA GROUP,3.23
AAT0000A2QGX1.VI,EGB OE TL.Z./GEA GROUP,3.10
AAT0000A2QK01.VI,RCB GarZ/STXGLOESGLeadSel50-29,107.47
AAT0000A2QK35.VI,RCB GarZ/STOXXGlobSelDiv100-29,105.08
AAT0000A2QK43.VI,RCB GarZ/STOXXGlobSelDiv100-29,105.08
AAT0000A2QK50.VI,RCB GarZ/STOXXGlobSelDiv100-29,105.08
AAT0000A2QK68.VI,RCB GarZ/STOXXGlobSelDiv100-29,105.08
AAT0000A2QK76.VI,RCB GarZ/STOXXGlobSelDiv100-29,105.08
AAT0000A2QK84.VI,SIMPLIFY HEDGED EQUITY ETF INTR,101.93
AAT0000A2QKR5.VI,RCB GarZ/STOXXGlobSelDiv100-29,105.08
AAT0000A2QKS3.VI,RCB GarZ/STOXXGlobSelDiv100-29,105.08
AAT0000A2QKT1.VI,RCB GarZ/STOXXGlobSelDiv100-29,105.08
AAT0000A2QKU9.VI,RCB GarZ/STXGLOESGLeadSel50-29,107.47
AAT0000A2QKV7.VI,RCB GarZ/STXGLOESGLeadSel50-29,107.47
AAT0000A2QKY1.VI,RCB GarZ/STOXXGlobSelDiv100-29,105.08
AAT0000A2QKZ8.VI,Direxion Shares ETF Trust Direx,102.40
AAT0000A2QL34.VI,EB Green Invest Gar 90% IV-26,104.90
AAT0000A2QL42.VI,EB Future Invest Gar 95% IV-31,90.65
AAT0000A2QL59.VI,EB Global Select Gar 90% IV-31,98.55
AAT0000A2QLW3.VI,RCB GarZ/SGESGSEP SEESGSEP-29,106.59
AAT0000A2QLZ6.VI,RCB GarZ/STOXXGlobSelDiv100-29,103.01
AAT0000A2QME9.VI,RCB GarZ/STOXXGlobSelDiv100-29,103.06
AAT0000A2QML4.VI,RCB Bonus.Z./ESTOXX50Gold21-27,150.31
AAT0000A2QMR1.VI,RCB GarZ/SGESGSEP SEESGSEP-29,106.59
AAT0000A2QMV3.VI,RCB Bonus.Z./ESTOXX50Gold20-26,101.69
AAT0000A2QN40.VI,RCB Bonus.Z./ESTOXX50Gold20-26,101.69
AAT0000A2QNU3.VI,RCB OE TS.Z./BASF,1.27
AAT0000A2QNV1.VI,RCB OE TS.Z./BASF,2.03
AAT0000A2QQ96.VI,RCB GarZ/STOXXGlobSelDiv100-29,104.53
AAT0000A2QQA8.VI,RCB GarZ/STXGLOESGLeadSel50-29,105.50
AAT0000A2QRU4.VI,EGB OE Index.Z./SERFI Index,14.30
