symbol,name,price
AAT0000A3G276.VI,EGB OE TL.Z./COMMERZBANK,1.98
AAT0000A3G284.VI,EGB OE TL.Z./COMMERZBANK,1.93
AAT0000A3G292.VI,EGB OE TL.Z./COMMERZBANK,1.87
AAT0000A3G2R5.VI,EGB OE TL.Z./SIEMENS ENERGY,13.26
AAT0000A3G2S3.VI,EGB OE TL.Z./SIEMENS ENERGY,13.15
AAT0000A3G2T1.VI,EGB OE TL.Z./SIEMENS ENERGY,13.04
AAT0000A3G2U9.VI,EGB OE TL.Z./SIEMENS ENERGY,12.94
AAT0000A3G3C5.VI,EGB OE TS.Z./VONOVIA,0.62
AAT0000A3G425.VI,EGB OE TS.Z./PORSCHE AG VZ,3.21
AAT0000A3G433.VI,EGB OE TS.Z./PORSCHE AG VZ,2.96
AAT0000A3G441.VI,EGB OE TS.Z./EVONIK,0.98
AAT0000A3G4D1.VI,EGB OE TS.Z./SYMRISE,6.95
AAT0000A3G4E9.VI,EGB OE TS.Z./SYMRISE,7.45
AAT0000A3G4F6.VI,EGB OE TS.Z./WACKER CHEMIE,1.43
AAT0000A3G4G4.VI,EGB OE TS.Z./WACKER CHEMIE,1.68
AAT0000A3G4K6.VI,RBI GarZ/MXEUTES4 24-30,102.04
AAT0000A3G4L4.VI,RBI GarZ/STOXXGlobSelDiv100-30,106.24
AAT0000A3G7U8.VI,RCB ExpZ/DE747460 MXEUTES4 -26,96.82
AAT0000A3GA87.VI,RBI Bonus.Z./ESTOXX50 24-28,107.23
AAT0000A3GAD5.VI,RBI GarZ/STOXXGlobSelDiv100-29,109.33
AAT0000A3GAL8.VI,RBI Gar.Z./DE747460 24-30,98.86
AAT0000A3GAW5.VI,RBI BonZ./ATX ESX SPX  24-27,100.07
AAT0000A3GAX3.VI,RBI BonZ/ESTOXX50 S&P500 24-28,99.31
AAT0000A3GB03.VI,RBI GarZ/STOXXGlobSelDiv100-29,109.02
AAT0000A3GB29.VI,RBI BonZ/ESTOXX50 S&P500 24-28,99.31
AAT0000A3GB52.VI,RBI BonZ/ESTOXX50 S&P500 24-28,99.49
AAT0000A3GB86.VI,RBI GarZ/STOXXGlobSelDiv100-30,107.46
AAT0000A3GB94.VI,RBI Gar.Z./DE747460 24-30,99.36
AAT0000A3GBA9.VI,RBI GarZ/STOXXGlobSelDiv100-30,113.12
AAT0000A3GBC5.VI,RBI BonZ/ESTOXX50 S&P500 24-28,99.49
AAT0000A3GBE1.VI,RBI BonZ/ESTOXX50 S&P500 24-28,99.49
AAT0000A3GBK8.VI,RBI GarZ/HICP ex Tobacco-28,100.09
AAT0000A3GBL6.VI,RBI Gar.Z./DE747460 24-30,99.36
AAT0000A3GBQ5.VI,RBI GarZ/MXWOTES4 24-28,99.73
AAT0000A3GBS1.VI,RBI Gar.Z./DE747460 24-30,99.36
AAT0000A3GBV5.VI,RBI Bonus.Z./adidas Puma 24-26,62.74
AAT0000A3GBX1.VI,RBI Gar.Z./DE747460 24-30,99.36
AAT0000A3GBY9.VI,RBI GarZ/STOXXGlobSelDiv100-30,107.40
AAT0000A3GJ96.VI,RBI Gar.Z./DE747460 25-31,99.08
AAT0000A3GJH7.VI,EGB OE TL.Z./ERSTE GROUP,5.65
AAT0000A3GJP0.VI,EGB OE TL.Z./MAYR MELNHOF,4.44
AAT0000A3GJQ8.VI,EGB OE TL.Z./MAYR MELNHOF,3.91
AAT0000A3GJS4.VI,EGB OE TL.Z./RBI,2.51
AAT0000A3GKX2.VI,EGB OE TL.Z./FRAPORT,3.93
AAT0000A3GL35.VI,EGB OE TL.Z./HEIDELBERG MAT,9.86
AAT0000A3GL43.VI,EGB OE TL.Z./HEIDELBERG MAT,9.59
AAT0000A3GL50.VI,EGB OE TL.Z./HEIDELBERG MAT,9.32
AAT0000A3GL68.VI,EGB OE TL.Z./HEIDELBERG MAT,9.06
AAT0000A3GL76.VI,EGB OE TL.Z./HEIDELBERG MAT,8.79
AAT0000A3GM34.VI,EGB OE TL.Z./AURUBIS,10.09
AAT0000A3GMT6.VI,EGB OE TS.Z./BRENNTAG,1.25
AAT0000A3GMZ3.VI,EGB OE TS.Z./MERCK,3.85
AAT0000A3GN09.VI,EGB OE TS.Z./MERCK,3.35
AAT0000A3GNE6.VI,EGB OE TL.Z./BAYER,2.76
AAT0000A3GNU2.VI,EGB OE TL.Z./SIEMENS ENERGY,12.83
AAT0000A3GNV0.VI,EGB OE TL.Z./SIEMENS ENERGY,12.73
AAT0000A3GNW8.VI,EGB OE TL.Z./SIEMENS ENERGY,12.62
AAT0000A3GNX6.VI,EGB OE TL.Z./SIEMENS ENERGY,12.51
AAT0000A3GNY4.VI,EGB OE TL.Z./SIEMENS ENERGY,12.41
AAT0000A3GP98.VI,EGB OE TS.Z./PORSCHE AG VZ,2.71
AAT0000A3GPA9.VI,EGB OE TS.Z./PORSCHE AG VZ,2.46
AAT0000A3GPB7.VI,EGB OE TS.Z./PORSCHE AG VZ,2.22
AAT0000A3GPQ5.VI,EGB OE TS.Z./VONOVIA,0.52
AAT0000A3GPR3.VI,EGB OE TL.Z./BEFESA,1.60
AAT0000A3GPS1.VI,EGB OE TL.Z./BEFESA,1.70
AAT0000A3GPT9.VI,EGB OE TL.Z./BEFESA,1.81
AAT0000A3GPU7.VI,EGB OE TL.Z./BEFESA,1.92
AAT0000A3GPW3.VI,EGB OE TL.Z./PRO7SAT1,0.15
AAT0000A3GPX1.VI,EGB OE TL.Z./PRO7SAT1,0.12
AAT0000A3GPY9.VI,EGB OE TL.Z./PRO7SAT1,0.10
AAT0000A3GPZ6.VI,EGB OE TL.Z./PRO7SAT1,0.07
AAT0000A3GQ06.VI,EGB OE TL.Z./PRO7SAT1,0.04
AAT0000A3GQC3.VI,EGB OE TS.Z./SYMRISE,4.72
AAT0000A3GQD1.VI,EGB OE TS.Z./SYMRISE,4.22
AAT0000A3GQE9.VI,EGB OE TS.Z./SYMRISE,3.73
AAT0000A3GQG4.VI,EGB OE TS.Z./WACKER CHEMIE,1.19
AAT0000A3GQH2.VI,EGB OE TS.Z./WACKER CHEMIE,0.94
AAT0000A3GQX9.VI,RBI Expr.Z./Airbus Wizz 24-28,105.72
AAT0000A3GQZ4.VI,RCB Bon.Z./SOROBAI3 25-30,104.06
AAT0000A3GRP3.VI,RBI Gar.Z./DE747460 25-28,97.60
AAT0000A3GT78.VI,RBI Bonus.Z./AT & S 24-26,15.72
AAT0000A3GUJ0.VI,RBI Disc.Z./AT & S 24-26,13.93
AAT0000A3GUK8.VI,RBI Disc.Z./AT & S 24-26,15.92
AAT0000A3GUX1.VI,RBI OE TL.Z./Agrana,0.49
AAT0000A3GUY9.VI,RBI OE TL.Z./Agrana,0.27
AAT0000A3GUZ6.VI,RBI OE TL.Z./AT & S,4.06
AAT0000A3GV25.VI,RBI OE TL.Z./CA Immo,0.99
AAT0000A3GV58.VI,RBI OE TL.Z./CPI Europe,0.29
AAT0000A3GV66.VI,RBI OE TL.Z./Kapsch,0.15
AAT0000A3GV74.VI,RBI OE TL.Z./Mayr Melnhof,4.13
AAT0000A3GV82.VI,RBI OE TL.Z./Polytec,2.33
AAT0000A3GV90.VI,RBI OE TL.Z./Polytec,2.01
AAT0000A3GVB5.VI,RBI OE TL.Z./Rosenbauer,1.77
AAT0000A3GVC3.VI,RBI OE TL.Z./Semperit,0.35
AAT0000A3GVE9.VI,RBI OE TL.Z./voestalpine,2.86
AAT0000A3GVG4.VI,RBI OE TS.Z./CA Immo,0.50
AAT0000A3GVV3.VI,RBI OE Track X2 l Polytec,26.06
AAT0000A3GVW1.VI,RBI OE Track X3 l Polytec,33.49
AAT0000A3GVX9.VI,RBI OE TrackX4 l Polytec,37.17
AAT0000A3GVY7.VI,RBI OETrack X3 l AT & S,84.89
AAT0000A3GVZ4.VI,RBI OE TrackX4 l AT & S,37.05
AAT0000A3GW08.VI,RBI OE TrackX2 s Polytec,2.02
AAT0000A3GW81.VI,RBI GarZ/MXEUTES4 25-31,103.00
AAT0000A3GW99.VI,RBI GarZ/STOXXGlobSelDiv100-31,105.89
AAT0000A3GWA5.VI,RBI GarZ/STOXXGlobSelDiv100-31,110.91
AAT0000A3GWC1.VI,EGB OE TL.Z./AT&S,4.12
AAT0000A3GWD9.VI,EGB OE TL.Z./AT&S,4.17
AAT0000A3GWE7.VI,EGB OE TL.Z./BAWAG GROUP,6.86
AAT0000A3GWL2.VI,EGB OE TL.Z./DT BANK,1.39
AAT0000A3GWV1.VI,EGB OE TL.Z./HEIDELBERG MAT,8.26
AAT0000A3GWW9.VI,EGB OE TL.Z./HEIDELBERG MAT,7.72
AAT0000A3GWY5.VI,EGB OE TL.Z./HOCHTIEF,27.43
AAT0000A3GX64.VI,EGB OE TL.Z./PALFINGER,2.69
AAT0000A3GX72.VI,EGB OE TL.Z./PALFINGER,2.59
AAT0000A3GX80.VI,EGB OE TL.Z./RBI,2.40
AAT0000A3GXS5.VI,EGB OE TL.Z./BAYER,2.78
AAT0000A3GXT3.VI,EGB OE TL.Z./BAYER,2.83
AAT0000A3GXV9.VI,EGB OE TL.Z./COMMERZBANK,1.82
AAT0000A3GXX5.VI,EGB OE TL.Z./HUGO BOSS,0.80
AAT0000A3GXY3.VI,EGB OE TL.Z./HUGO BOSS,0.69
AAT0000A3GY89.VI,EGB OE TL.Z./SIEMENS ENERGY,12.41
AAT0000A3GY97.VI,EGB OE TL.Z./SIEMENS ENERGY,12.30
AAT0000A3GYJ2.VI,EGB OE TL.Z./VW VZ,3.81
AAT0000A3GYK0.VI,EGB OE TL.Z./VW VZ,3.54
AAT0000A3GYL8.VI,EGB OE TL.Z./VW VZ,3.28
AAT0000A3GYM6.VI,EGB OE TL.Z./VW VZ,3.01
AAT0000A3GYN4.VI,EGB OE TL.Z./VW VZ,2.75
AAT0000A3GYS3.VI,EGB OE TS.Z./BRENNTAG,1.50
AAT0000A3GZ21.VI,EGB OE TL.Z./BEFESA,1.59
AAT0000A3GZ39.VI,EGB OE TL.Z./BEFESA,1.49
AAT0000A3GZ88.VI,EGB OE TL.Z./PORSCHE SE VZ,0.75
AAT0000A3H0P2.VI,RBI Bonus.Z./ESTOXX50 25-29,106.02
AAT0000A3H1U0.VI,RBI GarZ/HICP ex Tobacco-29,99.26
AAT0000A3H1W6.VI,RBI BonZ/ESTOXX50 S&P500 25-29,99.61
AAT0000A3H1X4.VI,RBI BonZ/ESTOXX50 S&P500 25-30,100.08
AAT0000A3H290.VI,RBI OE TL.Z./Gold,23.28
AAT0000A3H2A0.VI,RBI OE TL.Z./Gold,22.51
AAT0000A3H2B8.VI,RBI OE TL.Z./Gold,21.96
AAT0000A3H2V6.VI,RBI OE TL.Z./Silver,4.34
AAT0000A3H2W4.VI,RBI OE TL.Z./Silver,4.20
AAT0000A3H2X2.VI,RBI OE TL.Z./Silver,4.11
AAT0000A3H2Y0.VI,RBI OE TL.Z./Silver,4.04
AAT0000A3H3A8.VI,RBI OE TS.Z./BrentCrudeOil,1.04
AAT0000A3H3B6.VI,RBI OE TS.Z./BrentCrudeOil,1.36
AAT0000A3H472.VI,RBI OETrackX7 l BrentCrudeOil,1.88
AAT0000A3H480.VI,RBI OETrackX8 l BrentCrudeOil,0.94
AAT0000A3H498.VI,RBIOETrackX9 l BrentCrudeOil,0.39
AAT0000A3H4A6.VI,RBI OETrackX10l BrentCrudeOil,0.08
AAT0000A3H589.VI,RBI OETrack X9 l Silver,0.00
AAT0000A3H597.VI,RBI OETrack X10 l Silver,0.00
AAT0000A3H5F2.VI,RBI OETrack X10 s Gold,0.01
AAT0000A3H5H8.VI,RBI OETrack X8 s Gold,0.01
AAT0000A3H5K2.VI,RBI OETrack X6 s Gold,0.05
AAT0000A3H5L0.VI,RBI OETrack X5 s Gold,0.16
AAT0000A3H5M8.VI,RBI OETrack X4 s Gold,0.44
AAT0000A3H5V9.VI,RBI OETrackX8 s BrentCrudeOil,0.05
AAT0000A3H5W7.VI,RBI OETrackX7 s BrentCrudeOil,0.16
AAT0000A3H5X5.VI,RBI OETrackX6 s BrentCrudeOil,0.34
AAT0000A3H5Y3.VI,RBI OETrackX4 s BrentCrudeOil,2.46
AAT0000A3H6W5.VI,RBI OETrack X6 s Silver,0.00
AAT0000A3H6Z8.VI,RBI OETrack X3 s Silver,0.09
AAT0000A3H9R9.VI,EGB OE Zert./GOLD,39.55
AAT0000A3H9S7.VI,EGB OE Zert./SILVER,61.15
AAT0000A3HD34.VI,EGB OE TL.Z./UNIQA,0.98
AAT0000A3HDJ4.VI,EGB OE TS.Z./VERBUND,1.97
AAT0000A3HDP1.VI,EGB OE TL.Z./COMMERZBANK,1.77
AAT0000A3HE82.VI,EGB OE TL.Z./VW VZ,2.49
AAT0000A3HFV4.VI,RCB GarZ/ANDR EBS OMV 25-31,126.49
AAT0000A3HG31.VI,RBI Bonus.Z./ESTOXX50 25-29,104.32
AAT0000A3HG49.VI,RBI BonZ/ESTOXX50 S&P500 25-29,99.09
AAT0000A3HG56.VI,RBI BonZ/ESTOXX50 S&P500 25-29,98.77
AAT0000A3HG64.VI,RBI GarZ/STOXXGlobSelDiv100-31,106.00
AAT0000A3HG72.VI,RBI Expr.Z./Nvidia 25-30,111.44
AAT0000A3HGF5.VI,RBI GarZ/STOXXGlobSelDiv100-31,105.52
AAT0000A3HGG3.VI,RBI BonZ/ESTOXX50 S&P500 25-29,99.09
AAT0000A3HGR0.VI,RBI GarZ/STOXXGlobSelDiv100-31,106.55
AAT0000A3HMX6.VI,RBI BonZ./ATX ESX SPX  25-28,102.68
AAT0000A3HMY4.VI,RBI GarZ/STOXXGlobSelDiv100-29,109.67
AAT0000A3HN32.VI,EGB OE TL.Z./AT&S,4.06
AAT0000A3HND6.VI,EGB OE TL.Z./HEIDELBERG MAT,7.19
AAT0000A3HNJ3.VI,EGB OE TL.Z./POST,0.94
AAT0000A3HNP0.VI,EGB OE TL.Z./UNIQA,0.93
AAT0000A3HPJ8.VI,EGB OE TL.Z./BRENNTAG,1.47
AAT0000A3HPK6.VI,EGB OE TL.Z./COMMERZBANK,1.71
AAT0000A3HPL4.VI,EGB OE TL.Z./COMMERZBANK,1.66
AAT0000A3HPM2.VI,EGB OE TL.Z./COMMERZBANK,1.61
AAT0000A3HQA5.VI,EGB OE TS.Z./PUMA,2.30
AAT0000A3HQB3.VI,EGB OE TS.Z./PUMA,2.05
AAT0000A3HQF4.VI,EGB OE TS.Z./SAP,12.32
AAT0000A3HQV1.VI,EGB OE TL.Z./WACKER CHEMIE,3.03
AAT0000A3HQW9.VI,EGB OE TL.Z./WACKER CHEMIE,2.77
AAT0000A3HQX7.VI,EGB OE TL.Z./WACKER CHEMIE,2.50
AAT0000A3HRF2.VI,RBI GarZ/STOXXGlobSelDiv100-30,106.03
AAT0000A3HRG0.VI,RBI GarZ/MXWOTES4 25-31,102.06
AAT0000A3HRH8.VI,RBI Gar.Z./DE747460 25-31,100.66
AAT0000A3HRJ4.VI,RBI GarZ/HICP ex Tobacco-29,101.48
AAT0000A3HS45.VI,RBI BonZ/MXEUTES4 MXNATES4-31,114.54
AAT0000A3HS60.VI,RBI ExpZ/MXEUTES4 MXNATES4-31,111.44
AAT0000A3HU58.VI,RBI GarZ/STOXXGlobSelDiv100-31,110.88
AAT0000A3HU82.VI,RBI BonZ/ESTOXX50 S&P500 25-29,103.72
AAT0000A3HU90.VI,RBI BonZ/ESTOXX50 S&P500 25-29,104.14
AAT0000A3HUA7.VI,RBI Bonus.Z./ESTOXX50 25-29,104.25
AAT0000A3HUB5.VI,RBI BonZ/ESTOXX50 S&P500 25-29,103.97
AAT0000A3HUC3.VI,RBI Expr.Z./Axa 25-30,104.60
AAT0000A3HUD1.VI,RBI BonZ/ESTOXX50 S&P500 25-29,103.72
AAT0000A3HUE9.VI,RBI BonZ/ESTOXX50 S&P500 25-29,103.72
AAT0000A3HUF6.VI,RBI BonZ/ESTOXX50 S&P500 25-29,104.14
AAT0000A3HUW1.VI,RBI OE TL.Z./Silver,4.08
AAT0000A3HV08.VI,RBI OE TS.Z./BrentCrudeOil,1.00
AAT0000A3HVB3.VI,RBI OETrackX4 l Gold,48.58
AAT0000A3HVF4.VI,RBI OETrackX8 l Silver,0.03
AAT0000A3HVS7.VI,RBI OETrackX2  l BAWAG Group,26.13
AAT0000A3HVU3.VI,RBI OETrackX4  l CA Immo,9.98
AAT0000A3HVV1.VI,RBI OETrackX3  l Do&Co,8.03
AAT0000A3HVW9.VI,RBI OETrackX2 l Erste Group,27.80
AAT0000A3HVX7.VI,RBI OETrackX3 l Erste Group,38.42
AAT0000A3HVY5.VI,RBI OETrackX4 l CPI Europe,5.58
AAT0000A3HVZ2.VI,RBI OETrackX4 l Lenzing,4.64
AAT0000A3HW07.VI,RBI OETrackX2 l Mayr Melnhof,15.17
AAT0000A3HW15.VI,RBI OETrackX3 l Mayr Melnhof,16.07
AAT0000A3HW23.VI,RBI OETrackX4 l Mayr Melnhof,15.53
AAT0000A3HW31.VI,RBI OETrackX4 l Palfinger,44.99
AAT0000A3HW49.VI,RBI OETrackX4 l Flughafen,7.80
AAT0000A3HW56.VI,RBI OETrackX4 l voestalpine,126.72
AAT0000A3HW64.VI,RBI OETrackX3 s BAWAG Group,1.07
AAT0000A3HW72.VI,RBI OETrackX3 s Erste Group,0.82
AAT0000A3HWA3.VI,RBI OETrackX2 s VIG,1.85
AAT0000A3HXG8.VI,RBI Disc.Z./CA Immo 25-26,23.85
AAT0000A3HXH6.VI,RBI Disc.Z./Do&Co 25-26,180.96
AAT0000A3HXJ2.VI,RBI Disc.Z./Do&Co 25-26,199.70
AAT0000A3HXK0.VI,RBI Disc.Z./CPI Europe 25-26,15.48
AAT0000A3HXL8.VI,RBI Disc.Z./CPI Europe 25-26,15.83
AAT0000A3HXM6.VI,RBI Disc.Z./CPI Europe 25-26,15.83
AAT0000A3HXN4.VI,RBI Disc.Z./CPI Europe 25-26,15.84
AAT0000A3HXP9.VI,RBI Disc.Z./Kapsch 25-26,5.70
AAT0000A3HXQ7.VI,RBI Disc.Z./Mayr Melnhof 25-26,79.65
AAT0000A3HXR5.VI,RBI Disc.Z./Wienerberger 25-26,27.59
AAT0000A3HXU9.VI,RBI OE TL.Z./BAWAG Group,6.67
AAT0000A3HXW5.VI,RBI OE TL.Z./CA Immo,0.71
AAT0000A3HY39.VI,RBI OE TL.Z./Frequentis,5.49
AAT0000A3HY47.VI,RBI OE TL.Z./Frequentis,5.32
AAT0000A3HY88.VI,RBI OE TL.Z./Mayr Melnhof,3.73
AAT0000A3HY96.VI,RBI OE TL.Z./Palfinger,2.14
AAT0000A3HYA9.VI,RBI OE TL.Z./Polytec,2.09
AAT0000A3HYB7.VI,RBI OE TL.Z./Rosenbauer,1.85
AAT0000A3HYC5.VI,RBI OE TL.Z./RBI,2.42
AAT0000A3HYH4.VI,RBI OE TL.Z./STRABAG,5.78
AAT0000A3HYJ0.VI,RBI OE TL.Z./VIG,3.66
AAT0000A3HYK8.VI,RBI OE TL.Z./voestalpine,2.77
AAT0000A3HYS1.VI,RBI OE TS.Z./CPI Europe,0.64
AAT0000A3HYX1.VI,RBI Exp.Z./ OTP RBI 25-29,110.31
AAT0000A3J0H7.VI,RBI BonZ/ESTOXX50 S&P500 25-29,103.72
AAT0000A3J0J3.VI,RBI BonZ/ESTOXX50 S&P500 25-29,104.14
AAT0000A3J0S4.VI,RBI GarZ/MXWOTES4 25-29,102.42
AAT0000A3J2E0.VI,RBI Gar.Z./DE747460 25-29,100.58
AAT0000A3J502.VI,RBI Gar.Z./MXEF SX5E SPX 25-29,103.10
AAT0000A3J510.VI,RBI Gar.Z/SXPP SXKP SX6P 25-29,117.23
AAT0000A3J8Q1.VI,EGB OE TL.Z./PALFINGER,2.30
AAT0000A3J8R9.VI,EGB OE TL.Z./PALFINGER,2.19
AAT0000A3J8S7.VI,EGB OE TL.Z./PALFINGER,2.09
AAT0000A3J8Y5.VI,EGB OE TL.Z./UNITED INTERNET,1.36
AAT0000A3J8Z2.VI,EGB OE TL.Z./VIG,3.61
AAT0000A3J908.VI,EGB OE TL.Z./VIG,3.39
AAT0000A3J916.VI,EGB OE TL.Z./VOESTALPINE,2.90
AAT0000A3JAC1.VI,EGB OE TL.Z./HEIDELBERG MAT,6.42
AAT0000A3JAP3.VI,EGB OE TS.Z./DT TELEKOM,0.53
AAT0000A3JAQ1.VI,EGB OE TS.Z./DT TELEKOM,0.43
AAT0000A3JAR9.VI,EGB OE TS.Z./DT TELEKOM,0.33
AAT0000A3JBQ9.VI,EGB OE TS.Z./GEA GROUP,1.16
AAT0000A3JBR7.VI,EGB OE TS.Z./GEA GROUP,1.65
AAT0000A3JBS5.VI,EGB OE TS.Z./MERCK,2.86
AAT0000A3JBT3.VI,EGB OE TS.Z./MERCK,2.36
AAT0000A3JBU1.VI,EGB OE TS.Z./MERCK,1.87
AAT0000A3JBW7.VI,EGB OE TS.Z./PUMA,0.87
AAT0000A3JBX5.VI,EGB OE TS.Z./PUMA,0.96
AAT0000A3JBY3.VI,EGB OE TS.Z./PUMA,1.06
AAT0000A3JBZ0.VI,EGB OE TS.Z./PUMA,1.16
AAT0000A3JC09.VI,EGB OE TS.Z./PUMA,0.77
AAT0000A3JC33.VI,EGB OE TS.Z./SIEMENS,1.91
AAT0000A3JCK0.VI,EGB OE TL.Z./COMMERZBANK,1.56
AAT0000A3JCP9.VI,EGB OE TL.Z./E.ON,0.82
AAT0000A3JCQ7.VI,EGB OE TL.Z./E.ON,0.77
AAT0000A3JD32.VI,EGB OE TL.Z./MUENCH RUECK,5.43
AAT0000A3JDF8.VI,EGB OE TS.Z./BRENNTAG,1.75
AAT0000A3JDG6.VI,EGB OE TS.Z./MUENCH RUECK,9.16
AAT0000A3JEM2.VI,EGB OE TS.Z./PORSCHE AG VZ,1.97
AAT0000A3JF63.VI,RBI GarZ/MXEUTES4 25-31,101.82
AAT0000A3JF71.VI,RBI Gar.Z./DE747460 25-31,101.30
AAT0000A3JF89.VI,RBI GarZ/STOXXGlobSelDiv100-31,106.20
AAT0000A3JF97.VI,RBI GarZ/HICP ex Tobacco-29,100.92
AAT0000A3JH53.VI,RBI GarZ/STOXXGlobSelDiv100-31,106.20
AAT0000A3JHD4.VI,EGB Bonus.Z./BAWAG GROUP 25-26,98.43
AAT0000A3JHE2.VI,EGB Bonus.Z./BAWAG GROUP 25-26,107.31
AAT0000A3JHK9.VI,EGB Bonus.Z./LENZING 25-26,24.05
AAT0000A3JHL7.VI,EGB Bonus.Z./LENZING 25-26,26.25
AAT0000A3JHM5.VI,EGB Bonus.Z./LENZING 25-26,28.43
AAT0000A3JHR4.VI,EGB Bonus.Z./MAYR MELNHOF25-26,85.25
AAT0000A3JHS2.VI,EGB Bonus.Z./MAYR MELNHOF25-26,92.94
AAT0000A3JHW4.VI,EGB Bonus.Z./POST 25-26,31.14
AAT0000A3JHX2.VI,EGB Bonus.Z./POST 25-26,34.04
AAT0000A3JHY0.VI,EGB Bonus.Z./POST 25-26,36.83
AAT0000A3JJ69.VI,EGB Bonus.Z./TELEKOM AUST25-26,8.71
AAT0000A3JJ77.VI,EGB Bonus.Z./TELEKOM AUST25-26,9.51
AAT0000A3JJ85.VI,EGB Bonus.Z./TELEKOM AUST25-26,10.30
AAT0000A3JJA6.VI,EGB Bonus.Z./VOESTALPINE 25-26,25.05
AAT0000A3JJB4.VI,EGB Bonus.Z./VOESTALPINE 25-26,22.96
AAT0000A3JJQ2.VI,EGB Bonus.Z./ERSTE GROUP 25-26,72.77
AAT0000A3JK09.VI,EGB Bonus.Z./FACC 25-26,7.52
AAT0000A3JK17.VI,EGB Bonus.Z./FACC 25-26,8.20
AAT0000A3JK33.VI,EGB Bonus.Z./CPI Europe 25-26,16.37
AAT0000A3JK41.VI,EGB Bonus.Z./CPI Europe 25-26,17.86
AAT0000A3JK58.VI,EGB Bonus.Z./CPI Europe 25-26,19.29
AAT0000A3JK74.VI,EGB Bonus.Z./OMV 25-26,43.52
AAT0000A3JK82.VI,EGB Bonus.Z./OMV 25-26,47.41
AAT0000A3JK90.VI,EGB Bonus.Z./OMV 25-26,51.41
AAT0000A3JKC0.VI,EGB Bonus.Z./RBI 25-26,25.65
AAT0000A3JKF3.VI,EGB Bonus.Z./VERBUND 25-26,73.92
AAT0000A3JKG1.VI,EGB Bonus.Z./VERBUND 25-26,71.53
AAT0000A3JKH9.VI,EGB Bonus.Z./VERBUND 25-26,57.19
AAT0000A3JKR8.VI,EGB Bonus.Z./ZUMTOBEL 25-26,4.19
AAT0000A3JKS6.VI,EGB Bonus.Z./ZUMTOBEL 25-26,5.03
AAT0000A3JL08.VI,EGB Bonus.Z./ANDRITZ 25-26,59.69
AAT0000A3JL16.VI,EGB Bonus.Z./ANDRITZ 25-26,65.08
AAT0000A3JL40.VI,EGB Bonus.Z./AT&S 25-26,12.67
AAT0000A3JL57.VI,EGB Bonus.Z./AT&S 25-26,13.77
AAT0000A3JL65.VI,EGB Bonus.Z./AT&S 25-26,14.97
AAT0000A3JL73.VI,EGB Bonus.Z./CA IMMO 25-26,23.75
AAT0000A3JL81.VI,EGB Bonus.Z./CA IMMO 25-26,25.95
AAT0000A3JL99.VI,EGB Bonus.Z./CA IMMO 25-26,28.14
AAT0000A3JLD6.VI,EGB Bonus.Z./UNIQA 25-26,8.76
AAT0000A3JLE4.VI,EGB Bonus.Z./UNIQA 25-26,9.56
AAT0000A3JLF1.VI,EGB Bonus.Z./UNIQA 25-26,10.35
AAT0000A3JLK1.VI,EGB Bonus.Z./VIG 25-26,34.34
AAT0000A3JLL9.VI,EGB Bonus.Z./VIG 25-26,37.43
AAT0000A3JLM7.VI,EGB Bonus.Z./VIG 25-26,40.53
AAT0000A3JLQ8.VI,EGB Bonus.Z./WIENERBERGER25-26,34.21
AAT0000A3JLR6.VI,EGB Bonus.Z./WIENERBERGER25-26,30.27
AAT0000A3JLT2.VI,RBI Gar.Z./DE747460 25-31,101.30
AAT0000A3JLU0.VI,RBI Outp.Z./DE755221 25-29,100.73
AAT0000A3JS43.VI,RBI GarZ/STOXXGlobSelDiv100-31,106.20
AAT0000A3JWB7.VI,RBI OE TL.Z./AT & S,3.95
AAT0000A3JWH4.VI,RBI OE TL.Z./Frequentis,5.12
AAT0000A3JWJ0.VI,RBI OE TL.Z./CPI Europe,0.21
AAT0000A3JWN2.VI,RBI OE TL.Z./OMV,2.33
AAT0000A3JWP7.VI,RBI OE TL.Z./Palfinger,2.00
AAT0000A3JWQ5.VI,RBI OE TL.Z./Polytec,1.88
AAT0000A3JWR3.VI,RBI OE TL.Z./Rosenbauer,1.56
AAT0000A3JWV5.VI,RBI OE TL.Z./Uniqa,0.89
AAT0000A3JWX1.VI,RBI OE TL.Z./VIG,3.45
AAT0000A3JXC3.VI,RBI OE TS.Z./SBO,0.43
AAT0000A3JXE9.VI,RBI OE TS.Z./Verbund,2.15
AAT0000A3JXQ3.VI,RBI OETrackX5 l Andritz,16.14
AAT0000A3JXS9.VI,RBI OETrackX5 l Erste Group,31.71
AAT0000A3JXV3.VI,RBI OETrackX5 l Verbund,2.00
AAT0000A3JXW1.VI,RBI OETrackX5 l voestalpine,139.13
AAT0000A3JXX9.VI,RBI OETrackX5 l Wienerberger,2.59
AAT0000A3JXY7.VI,RBI OETrackX3 s FACC,1.01
AAT0000A3JY03.VI,RBI OETrackX5 l ATX,37.11
AAT0000A3JY11.VI,RBI OETrackX7 l ATX,48.31
AAT0000A3JY29.VI,RBI OETrackX8 l ATX,52.01
AAT0000A3JY86.VI,RBI Disc.Z./ATX 25-26,40.88
AAT0000A3JY94.VI,RBI Disc.Z./ATX 25-26,41.88
AAT0000A3JYA5.VI,RBI Disc.Z./ATX 25-26,42.87
