symbol,name,price
IINBR32.SA,"Inter & Co, Inc.",45.63
WW1IX34.SA,Wix.com Ltd.,12.22
RR2HH34.SA,RH,16.85
AA1LL34.SA,"Bread Financial Holdings, Inc.",100.49
AA1AP34.SA,"Advance Auto Parts, Inc.",19.36
ZZ1TA34.SA,ZETA GLOBAL DRN,40.68
CCGAS5.SA,Companhia de Gás de São Paulo - COMGÁS,132.38
MM2PW34.SA,"Medical Properties Trust, Inc.",14.42
SSAPR3.SA,Companhia de Saneamento do Paraná - SANEPAR,11.28
CCGAS3.SA,Companhia de Gás de São Paulo - COMGÁS,127.01
WWUNI34.SA,The Western Union Company,50.50
MMRSA3B.SA,MRS Logística S.A.,48.90
AALUP11.SA,Alupar Investimento S.A.,35.80
RREDE3.SA,Rede Energia Participações S.A.,6.32
PPAGS34.SA,PagSeguro Digital Ltd.,10.91
MMULT3.SA,Multiplan Empreendimentos Imobiliários S.A.,32.78
IIGTI4.SA,Iguatemi S.A.,13.09
SS1LG34.SA,SL Green Realty Corp.,106.70
UU1AI34.SA,"Under Armour, Inc.",36.51
AALOS3.SA,Allos S.A.,30.67
TTAEE4.SA,Transmissora Aliança de Energia Elétrica S.A.,14.64
LLREN3.SA,Lojas Renner S.A.,15.35
TTAEE11.SA,Transmissora Aliança de Energia Elétrica S.A.,43.60
TTAEE3.SA,Transmissora Aliança de Energia Elétrica S.A.,14.36
HHYPE3.SA,Hypera S.A.,23.30
FF1SL34.SA,"Fastly, Inc.",9.56
EE2EF34.SA,"Euronet Worldwide, Inc.",2.25
XXRAY34.SA,DENTSPLY SIRONA Inc.,69.24
GGGPS3.SA,GPS Participações e Empreendimentos S.A.,18.70
SSAPR11.SA,Companhia de Saneamento do Paraná - SANEPAR,46.17
EEQPA3.SA,Equatorial Pará Distribuidora de Energia S.A.,6.27
GGOLL54.SA,Gol Linhas Aéreas Inteligentes S.A.,11.45
SSAPR4.SA,Companhia de Saneamento do Paraná - SANEPAR,8.73
CCEGR3.SA,Companhia Distribuidora de Gás do Rio de Janeiro - CEG,55.00
RR1HI34.SA,Robert Half Inc.,131.69
BBRKM6.SA,Braskem S.A.,8.40
AASAI3.SA,Sendas Distribuidora S.A.,9.90
AALUP3.SA,Alupar Investimento S.A.,13.37
WW1BO34.SA,Weibo Corporation,13.19
GGOAU4.SA,Metalurgica Gerdau S.A.,9.71
HH1OG34.SA,"Harley-Davidson, Inc.",105.77
SSMFT3.SA,Smartfit Escola de Ginástica e Dança S.A.,20.68
NNATU3.SA,Natura Cosméticos S.A.,9.19
CCURY3.SA,Cury Construtora e Incorporadora S.A.,40.80
GGMAT3.SA,Grupo Mateus S.A.,5.41
GGOAU3.SA,Metalurgica Gerdau S.A.,9.34
CCEEB3.SA,Companhia de Eletricidade do Estado da Bahia - COELBA,47.00
AAURE3.SA,Auren Energia S.A.,11.64
BBNBR3.SA,Banco do Nordeste do Brasil S.A.,123.00
AALUP4.SA,Alupar Investimento S.A.,11.30
AANCR11.SA,Fundo de Investimento Imobiliário - FII Ancar IC,449.00
CCOTY34.SA,Coty Inc.,6.66
PP2AX34.SA,Patria Investments Limited,36.32
GG1LP34.SA,Galapagos NV,8.80
CCSNA3.SA,Companhia Siderúrgica Nacional,8.73
EENMT4.SA,Energisa Mato Grosso - Distribuidora de Energia S/A,51.99
GG1LO34.SA,GLOBANT SA  DRN,12.87
CCYRE3.SA,Cyrela Brazil Realty S.A. Empreendimentos e Participações,30.64
KK1SS34.SA,Kohl's Corporation,98.88
EENMT3.SA,Energisa Mato Grosso - Distribuidora de Energia S/A,48.50
SS1RP34.SA,"Sarepta Therapeutics, Inc.",4.71
AALPA4.SA,Alpargatas S.A.,15.03
NN1WL34.SA,Newell Brands Inc.,23.48
FF1MC34.SA,FMC Corporation,38.67
FFLRY3.SA,Fleury S.A.,17.52
BBRAP4.SA,Bradespar S.A.,23.89
AA1RC34.SA,ARCO DORADOSDRN,44.01
UU2PW34.SA,Upwork Inc.,13.91
II1QY34.SA,"iQIYI, Inc.",4.66
AALPA3.SA,Alpargatas S.A.,12.84
BBRAP3.SA,Bradespar S.A.,20.49
MMDIA3.SA,M. Dias Branco S.A. Indústria e Comércio de Alimentos,25.12
DDIRR3.SA,Direcional Engenharia S.A.,16.19
PP2EN34.SA,"PENN Entertainment, Inc.",6.30
LL1EG34.SA,"Leggett & Platt, Incorporated",61.49
MMGLU3.SA,Magazine Luiza S.A.,10.23
BBRAV3.SA,Brava Energia S.A.,17.69
KKNCR11.SA,Kinea Rendimentos Imobiliários Fundo de Investimento Imobiliário - FII,106.10
TTTEN3.SA,Três Tentos Agroindustrial S/A,15.91
UUSIM3.SA,Usinas Siderúrgicas de Minas Gerais S.A.,6.42
SSLCE3.SA,SLC Agrícola S.A.,15.89
PPOMO4.SA,Marcopolo S.A.,6.36
BBRSR3.SA,Banco do Estado do Rio Grande do Sul S.A.,19.13
SS2GM34.SA,Sigma Lithium Corporation,23.40
BBRKM5.SA,Braskem S.A.,9.79
UUSIM5.SA,Usinas Siderúrgicas de Minas Gerais S.A.,6.32
IIGTI3.SA,Iguatemi S.A.,3.26
EEKTR4.SA,Elektro Redes S.A.,39.99
BBRSR5.SA,Banco do Estado do Rio Grande do Sul S.A.,18.75
BBRSR6.SA,Banco do Estado do Rio Grande do Sul S.A.,18.45
CCRIN34.SA,"Carter's, Inc.",103.40
UUNIP6.SA,Unipar Carbocloro S.A.,66.64
BBRKM3.SA,Braskem S.A.,9.29
PPOMO3.SA,Marcopolo S.A.,5.95
KKNIP11.SA,Kinea Indices Precos Fundo Investimento Imobiliario - FII,91.45
EECOR3.SA,EcoRodovias Infraestrutura e Logística S.A.,10.39
UUNIP5.SA,Unipar Carbocloro S.A.,64.30
WWHRL4.SA,Whirlpool S.A.,4.67
VVIVA3.SA,Vivara Participações S.A.,29.80
BBMEB4.SA,Banco Mercantil do Brasil S.A.,67.01
CCOGN3.SA,Cogna Educação S.A.,3.46
OORVR3.SA,Orizon Valorização de Resíduos S.A.,70.99
AA2FY34.SA,Afya Limited,37.17
UUNIP3.SA,Unipar Carbocloro S.A.,60.60
FFRAS3.SA,Frasle Mobility S.A.,24.05
WWHRL3.SA,Whirlpool S.A.,4.38
CCBAV3.SA,Companhia Brasileira de Alumínio,10.21
RRAIZ4.SA,Raízen S.A.,0.63
OODPV3.SA,Odontoprev S.A.,11.87
JJHSF3.SA,JHSF Participações S.A.,9.65
BBMEB3.SA,Banco Mercantil do Brasil S.A.,55.99
XXPML11.SA,Xp Malls Fundo Investimentos Imobiliarios,111.00
AABCB4.SA,Banco ABC Brasil S.A.,26.93
TT1RI34.SA,"Tripadvisor, Inc.",50.56
CCLSC3.SA,Centrais Elétricas de Santa Catarina S.A.,131.00
EEVEB31.SA,EVE BRASIL  DR1,16.43
BBEEF3.SA,Minerva S.A.,5.72
VVULC3.SA,Vulcabras S.A.,17.92
SSIMH3.SA,SIMPAR S.A.,6.56
CCLSC4.SA,Centrais Elétricas de Santa Catarina S.A.,143.30
MMRVE3.SA,MRV Engenharia e Participações S.A.,9.79
HHBSA3.SA,Hidrovias do Brasil S.A.,3.96
HHGLG11.SA,Cshg Logistica - Fundo De Investimento Imobiliario,156.88
DDASA3.SA,Diagnósticos da América S.A.,4.21
DDXCO3.SA,Dexco S.A.,5.63
EEQMA3B.SA,Equatorial Maranhão Distribuidora de Energia S.A.,30.99
SSMTO3.SA,São Martinho S.A.,15.42
AAZZA3.SA,Azzas 2154 S.A.,24.48
HHAPV3.SA,Hapvida Participações e Investimentos S.A.,10.40
CCBEE3.SA,Ampla Energia e Serviços S.A.,10.69
IIRBR3.SA,IRB-Brasil Resseguros S.A.,59.32
LLEVE3.SA,MAHLE Metal Leve S.A.,35.12
PPGMN3.SA,Empreendimentos Pague Menos S.A.,7.18
KKNRI11.SA,Kinea Renda Imobiliária Fundo de Investimento Imobiliário,166.59
VVAMO3.SA,"Vamos Locação de Caminhões, Máquinas e Equipamentos S.A.",4.37
MMOVI3.SA,Movida Participações S.A.,13.22
BBTLG11.SA,BTG Pactual Logística Fundo de Investimento Imobiliário,102.99
TT2DH34.SA,"Teladoc Health, Inc.",0.82
GGRND3.SA,Grendene S.A.,4.78
FFESA3.SA,Cia de Ferro Ligas da Bahia S.A. - FERBASA,12.60
MMXRF11.SA,Maxi Renda Fundo De Investimento Imobiliaro - FII,9.74
EEZTC3.SA,EZTEC Empreendimentos e Participações S.A.,15.25
EEMAE4.SA,Empresa Metropolitana de Águas e Energia S.A.,48.00
IINTB3.SA,Intelbras S.A. - Indústria de Telecomunicação Eletrônica Brasileira,12.47
TTEND3.SA,Construtora Tenda S.A.,32.64
CCEAB3.SA,C&A Modas S.A.,12.86
LLAVV3.SA,Lavvi Empreendimentos Imobiliários S.A.,18.17
CC1AB34.SA,"Cable One, Inc.",3.02
MMILS3.SA,"Mills Locação, Serviços e Logística S.A.",15.06
YYDUQ3.SA,Yduqs Participações S.A.,12.88
LLOGN3.SA,Log-In Logística Intermodal S.A.,31.90
OONCO3.SA,Oncoclínicas do Brasil Serviços Médicos S.A.,3.00
CCOCE3.SA,Companhia Energética do Ceará - COELCE,38.00
MMDNE3.SA,Moura Dubeux Engenharia S.A.,32.16
GGEPA4.SA,Rio Paranapanema Energia S.A.,34.98
PPLPL3.SA,Plano & Plano Desenvolvimento Imobiliário S.A.,15.96
SSEQL3.SA,Sequoia Logística e Transportes S.A.,0.56
RRECV3.SA,Petroreconcavo S.A.,10.85
PPINE3.SA,Banco Pine S.A.,13.41
GGEPA3.SA,Rio Paranapanema Energia S.A.,33.00
VVISC11.SA,Vinci Shopping Centers Fundo Investimento Imobiliario - Fii,108.69
CCOCE5.SA,Companhia Energética do Ceará - COELCE,30.55
RRECR11.SA,Fundo Investimento Imobiliario Fii Ubs (Br) Recebveis Imobiliarios,82.00
XXPLG11.SA,Xp Log Fundo Investimento Imobiliario FII,102.18
HHGRU11.SA,Patria Renda Urbana - Fundo De Investimento Imobiliario,126.01
BBEES4.SA,Banestes S.A - Banco do Estado do Espírito Santo,8.42
BBEES3.SA,Banestes S.A - Banco do Estado do Espírito Santo,8.38
BBMGB4.SA,Banco BMG S.A.,4.80
KKNHY11.SA,Kinea High Yield Cri Fundo Investimento Imobiliario FII,100.43
SSBFG3.SA,Grupo SBF S.A.,12.29
FF2VR34.SA,Fiverr International Ltd.,3.77
BBHIA3.SA,Grupo Casas Bahia S.A.,2.93
FFESA4.SA,Cia de Ferro Ligas da Bahia S.A. - FERBASA,7.81
TTGMA3.SA,Tegma Gestão Logística S.A.,40.00
CCPTS11.SA,Capitania Securities II Fundo Investimento Imobiliario FII,8.00
AAUAU3.SA,Uniao Pet Participacoes S.A.,3.03
HHGBS11.SA,HEDGE Brasil Shopping Fundo de Investimento Imobiliário,20.18
BBSLI3.SA,BRB - Banco de Brasília S.A.,5.22
BBAZA3.SA,Banco da Amazônia S.A.,86.64
TTFCO4.SA,Track & Field Co S.A.,16.76
LLOGG3.SA,LOG Commercial Properties e Participações S.A.,28.17
LLIGT3.SA,Light S.A.,4.81
BBLAU3.SA,Blau Farmacêutica S.A.,10.43
CCSED3.SA,Cruzeiro do Sul Educacional S.A.,6.53
PPNVL3.SA,Dimed S.A. Distribuidora de Medicamentos,15.60
JJSLG3.SA,JSL S.A.,8.13
AAZUL53.SA,AZUL        ON  P   N2,3.32
CCEBR5.SA,Companhia Energética de Brasília - CEB,29.82
BBSLI4.SA,BRB - Banco de Brasília S.A.,4.70
BB2MB34.SA,Bumble Inc.,3.00
CCEBR3.SA,Companhia Energética de Brasília - CEB,30.16
GGPRK34.SA,GeoPark Limited,43.44
CCAML3.SA,Camil Alimentos S.A.,6.58
CCEBR6.SA,Companhia Energética de Brasília - CEB,30.91
RRAPT4.SA,Randoncorp S.A.,6.35
RRAPT3.SA,Randoncorp S.A.,6.31
PPVBI11.SA,Fundo De Investimento ImobiliarRio Vbi Prime Properties,79.58
RRANI3.SA,Irani Papel e Embalagem S.A.,9.25
EEUCA3.SA,Eucatex S.A. Indústria e Comércio,22.30
BBMOB3.SA,Bemobi Mobile Tech S.A.,24.07
AAGRO3.SA,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,20.36
VVTRU3.SA,"Vitru Brasil Empreendimentos, Participações e Comércio S.A.",15.09
FFIQE3.SA,Unifique Telecomunicações S.A.,5.18
LLWSA3.SA,Locaweb Serviços de Internet S.A.,3.66
SSHUL4.SA,Schulz S.A.,5.55
EEUCA4.SA,Eucatex S.A. Indústria e Comércio,20.29
BBTHF11.SA,Btg Pactual Real Estate Hedge Fund Fii Fundo De Investimento Imobiliario,9.40
HHSML11.SA,Hsi Malls Fundo De Investimento Imobiliario,92.78
KKNHF11.SA,Kinea Hedge Fund Fundo De Investimento Imobiliario,97.98
MMATD3.SA,Hospital Mater Dei S.A.,5.78
DDESK3.SA,Desktop S.A.,16.34
TTGAR11.SA,Fundo Investimento Imobiliario TG Ativo Real,80.05
TTRXF11.SA,TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,93.10
OOPCT3.SA,OceanPact Serviços Marítimos S.A.,9.22
AARML3.SA,"Armac Locação, Logística e Serviços S.A.",5.40
RRZTR11.SA,Fundo De Investimento Imobiliario Riza Terrax,96.60
KKNSC11.SA,Kinea Securities Fundo De Investimento Imobiliario – Fii,9.00
AANIM3.SA,Ânima Holding S.A.,4.69
VVLID3.SA,Valid Soluções S.A.,22.36
BB2YN34.SA,"Beyond Meat, Inc.",3.83
PPCAR3.SA,Companhia Brasileira De Distribuicao,3.52
TTRIS3.SA,Trisul S.A.,7.37
KKNUQ11.SA,FII KINEA UNCI,105.54
EEVEN3.SA,Even Construtora e Incorporadora S.A.,8.20
TTUPY3.SA,Tupy S.A.,12.13
MMCCI11.SA,Fundo De Investimento Imobiliario Maua Capital Recebiveis Imobiliarios,93.65
KKEPL3.SA,Kepler Weber S.A.,9.10
HHFOF11.SA,Hedge Top Fofii 3 Fundo Investimento Imobilirio,6.84
MMYPK3.SA,Iochpe-Maxion S.A.,10.50
SSEER3.SA,Ser Educacional S.A.,12.28
TTVRI11.SA,BB Progressivo II Fundo de Investimento Imobiliário - FII,98.25
GGGRC11.SA,Ggr Covipe Renda Fundo Investimento Imobiliario,10.05
VVILG11.SA,Vinci Logistica Fundo Investimento Imobiliario FII,101.61
HHGCR11.SA,CSHG Recebiveis Imobiliarios BC Fundo de Investimento Imobiliario - FII,96.17
HHGRE11.SA,CSHG Real Estate - Fundo de Investimento Imobiliario - FII,124.58
WWIZC3.SA,Wiz Co Participações e Corretagem de Seguros S.A.,9.08
TTELB3.SA,Telecomunicações Brasileiras S.A. - Telebras,14.09
JJSRE11.SA,JS Real Estate multigestão - FII fund,67.04
PPMLL11.SA,Patria Malls Fundo De Investimento Imobiliario,106.89
RRIOS3.SA,RIO ALTO    ON,29.20
BBRST3.SA,BRISANET    ON      NM,3.09
AALZR11.SA,Alianza Trust Renda Imobiliaria Fundo Investimento Imobiliario,10.82
XXRXB34.SA,Xerox Holdings Corporation,10.02
OOFSA3.SA,Ouro Fino Saúde Animal Participações S.A.,23.91
BBRCR11.SA,Fundo de Investimento Imobiliário - FII BTG Pactual Corporate Office Fund,48.12
GGPAR3.SA,Companhia CELG de Participações S/A,16.00
CCVCB3.SA,CVC Brasil Operadora e Agência de Viagens S.A.,2.42
VVRTA11.SA,Fator Veritá Fundo de Investimento Imobiliário - FII,79.03
SSOJA3.SA,Boa Safra Sementes S.A.,8.18
VVCJR11.SA,Vectis Juros Real Fundo De Investimento Imobiliario - Fii,80.98
HHSLG11.SA,Hsi Logistica Fundo De Investimento Imobiliario,93.88
VVGHF11.SA,Valora Hedge Fund Fundo De Investimento Imobiliario - Fii,7.20
PPRNR3.SA,Priner Serviços Industriais S.A.,20.59
MMLAS3.SA,Grupo Multi S.A.,1.41
VVGIR11.SA,Valora Re III Fundo De Investimento Imobiliario,9.75
BBGIP3.SA,Banco do Estado de Sergipe S.A.,51.74
AAMER3.SA,Americanas S.A.,5.54
FFRIO3.SA,Metalfrio Solutions S.A.,170.18
MMCRE11.SA,Maua Capital Real Estate Fundo De Investimento Imobiliario,9.72
GGARE11.SA,Guardian Logistica Fundo De Investimento Imobiliario,8.57
GGZIT11.SA,Gazit Malls Fundo De Investimento Imobiliario,48.88
GGSFI11.SA,General Shopping E Outlets Do Brasil Fundo De Investimento Imobiliario FII,10.99
AALPK3.SA,"Allpark Empreendimentos, Participações e Serviços S.A.",4.80
PPFRM3.SA,Profarma Distribuidora de Produtos Farmacêuticos S.A.,8.50
TTELB4.SA,Telecomunicações Brasileiras S.A. - Telebras,8.40
GGTWR11.SA,Fundo Investimento Imobiliario Green Towers,83.49
RRBRX11.SA,Rbr Alpha Plus Multiestrategia Real Estate Fundo De Investimento Imobiliario,8.64
BBTCI11.SA,Fundo Infestimento Imobiliario Btg Pactual Credito Imobiliario,9.29
PPCIP11.SA,Fundo De Investimento Imobiliario VBI Credito,83.94
DDEXP4.SA,Dexxos Participações S.A.,7.65
VVGIP11.SA,Valora Cri Indice De Preco Fundo De Investimento Imobiliario,78.09
DDEXP3.SA,Dexxos Participações S.A.,7.61
JJALL3.SA,Jalles Machado S/A,3.03
WWLMM4.SA,WLM Participações e Comércio de Máquinas e Veículos S.A.,25.00
PPATI3.SA,Panatlântica S.A.,35.67
SSCAR3.SA,São Carlos Empreendimentos e Participações S.A.,14.88
BBIOM3.SA,Biomm S.A.,6.13
WWLMM3.SA,WLM Participações e Comércio de Máquinas e Veículos S.A.,22.43
MMELK3.SA,Melnick Desenvolvimento Imobiliário S.A.,3.94
LLAND3.SA,Terra Santa Propriedades Agrícolas S.A.,8.40
CCSUD3.SA,CSU Digital S.A.,19.16
BBGIP4.SA,Banco do Estado de Sergipe S.A.,34.29
PPQAG11.SA,Rb Capital Anhanguera Fundo De Investimento Imobiliario,55.64
RRZAK11.SA,Riza Akin Fundo De Investimento Imobiliario – FII,87.06
RROMI3.SA,Romi S.A.,8.16
PPINE4.SA,Banco Pine S.A.,13.95
PPEAB4.SA,Companhia de Participações Aliança da Bahia,41.79
PPEAB3.SA,Companhia de Participações Aliança da Bahia,41.00
GGPRO34.SA,"GoPro, Inc.",4.61
BBBIG11.SA,Bb Premium Malls Fundo De Investimento Imobiliário De Responsabilidade Limitada,7.39
RRZZR11.SA,Raizz Renda Logistica Fundo de Investimento Imobiliario,139.69
SSYNE3.SA,Syn Prop & Tech S.A.,4.69
KKORE11.SA,Kinea Oportunidades Real Estate Fundo De Investimento Imobiliario,73.89
AALLD3.SA,Allied Tecnologia S.A.,7.47
TTASA4.SA,Taurus Armas S.A.,5.07
BBROF11.SA,Brpr Corporate Offices Fundo De Investimento Imobiliario,60.00
TTASA3.SA,Taurus Armas S.A.,5.11
BBPML11.SA,Fundo De Investimento Imobiliario BTG Pactual Shoppings,91.57
CCPUR11.SA,Capitania HBC Renda Urbana Fundo De Investimento Imobiliario,10.68
QQUAL3.SA,Qualicorp Consultoria e Corretora de Seguros S.A.,2.31
AAALR3.SA,Alliança Saúde e Participações S.A.,4.22
CCGRA3.SA,Grazziotin S.A.,27.00
TTKNO3.SA,Tekno SA Industria e Comercio,210.00
CCGRA4.SA,Grazziotin S.A.,26.72
VVITT3.SA,Vittia S.A.,4.28
JJSAF11.SA,Js Ativos Financeiros Fundo De Investimento Imobiliario,8.03
TTKNO4.SA,Tekno S.A. Indústria e Comércio,209.00
CCRPG5.SA,Tronox Pigmentos do Brasil S.A.,19.39
RRBRL11.SA,RBR Log FII,91.54
MMERC4.SA,"Mercantil Financeira S.A. - Crédito, Financiamento e Investimento",14.80
OOIBR4.SA,Oi S.A.,1.87
TTRXB11.SA,Trx Real Estate II Fundo De Investimento Imobiliario - Fii,174.00
KKFOF11.SA,Kinea Fundo Fundos De Investimento Imobiliario FII,84.83
SSHPH11.SA,FDO INV Imob Shopping Patio Higienopolis,950.01
PPOSI3.SA,Positivo Tecnologia S.A.,4.08
CCRPG6.SA,Tronox Pigmentos do Brasil S.A.,18.79
TTRBL11.SA,SDI Logística Rio - Fundo de Investimento Imobiliário - FII,70.00
TTECN3.SA,Technos S.A.,8.83
IITRI11.SA,Itau Total Return Fundo De Investimento Imobiliario,84.94
CCRPG3.SA,Tronox Pigmentos do Brasil S.A.,18.21
BBTAL11.SA,FII Btg Pactual Agro Logistica,88.27
RRPAD5.SA,Alfa Holdings S.A.,6.20
RRCRB11.SA,Fundo de Investimento Imobiliário Rio Bravo Renda Corporativa,140.00
XXPIN11.SA,Xp Industrial Fundo Investimento Imobiliario,72.03
CCCME11.SA,Canuma Capital Multiestrategia Fundo De Investimento Imobiliario,9.09
NNVHO11.SA,Fundo De Investimento Imobiliario Novo Horizonte,11.90
AAMOB3.SA,Automob Participações S.A.,13.02
AAMAR3.SA,Marisa Lojas S.A.,0.95
LLJQQ3.SA,Lojas Quero-Quero S.A.,2.35
PPTNT4.SA,Pettenati S.A. Industria Têxtil,8.31
HHCTR11.SA,Fundo De Investimento Imobiliario Hectare Ce,21.51
RRNEW3.SA,Renova Energia S.A.,1.27
AAFLT3.SA,Afluente Transmissão de Energia Elétrica S.A.,7.40
PPTBL3.SA,PBG S.A.,3.27
VVINO11.SA,Vinci Corporate Fundo De Investimento Imobiliario,5.53
VVVEO3.SA,CM Hospitalar S/A,1.45
MMTSA4.SA,METISA Metalúrgica Timboense S.A.,53.44
AAMBP3.SA,Ambipar Participações e Empreendimentos S.A.,0.27
UURPR11.SA,Urca Prime Renda Fundo De Investimento Imobiliario - FII,38.40
MMCLO11.SA,FII MCLO    CI  ER,10.00
AAFHI11.SA,Af Invest Cri Fundo De Investimento Imobiliario - Recebiveis Imobiliarios,97.04
HHREC11.SA,Hedge Recebiveis Fundo De Investimento Imobiliario,8.50
SSHPP11.SA,Shopping Patio Paulista Fundo De Investimento Imobiliario Responsabilidade Limitada,10.00
FFCFL11.SA,Fundo De Investimento Imobiliario Campus Faria Lima - Inicio De Negociacao,125.21
MMTRE3.SA,Mitre Realty Empreendimentos e Participações S.A.,4.09
CCPLG11.SA,Capitania Logistica Fundo De Investimento Imobiliario - FII,12.36
RRPAD6.SA,Alfa Holdings S.A.,4.45
RRSUL4.SA,Metalúrgica Riosulense S.A.,69.50
BBCRI11.SA,Banestes Recebiveis Imobiliarios Fundo Investimento Imobiliario FII,66.85
PPTNT3.SA,Pettenati S.A. Industria Têxtil,8.58
RRNEW4.SA,Renova Energia S.A.,1.04
CCLIN11.SA,Clave Indices De Precos Fundo De Investimento Imobiliario,92.56
CCAMB3.SA,Cambuci S.A.,9.50
VVSTE3.SA,Veste S.A. Estilo,3.47
CCASH3.SA,Méliuz S.A.,3.50
HHTMX11.SA,FD Invest Imob Hotel Maxinvest,137.07
HHLOG11.SA,Hedge Logistica Fundo Investimento Imobiliario,9.27
HHBOR3.SA,Helbor Empreendimentos S.A.,2.93
RRZAT11.SA,Riza Arctium Real Estate Fundo De Investimento Imobiliario,91.73
TTRNT11.SA,Fundo de Investimento Imobiliário - FII Torre Norte,98.00
TTEPP11.SA,SDI Properties Fundo De Investimento Imobiliario,9.13
AABCP11.SA,FII ABC Plaza Shopping Fund,81.74
SSNCI11.SA,Suno Recebiveis Imobiliarios Fundo De Investimento Imobiliario,90.79
EESPA3.SA,MPM Corpóreos S.A.,1.06
IICRI11.SA,FII CI IPCA CI,94.35
IIBBP11.SA,Invista Brazilian Business Park Fundo De Investimento Imobiliario,8.45
RRINV11.SA,Real Investor Fundo De Investimento Imobiliario Responsabilidade Limitada,110.15
HHBRE3.SA,HBR Realty Empreendimentos Imobiliários S.A.,3.50
BBCIA11.SA,Bradesco Carteira Imobiliaria Ativa Fundos de Investimento Imobiliario,95.76
MMANA11.SA,Manati Capital Hedge Fund Fundo De Investimento Imobiliario,9.30
JJASC11.SA,Jasc Renda Varejo Essencial Fundo De Investimento Imobiliario - FII,100.00
DDEVA11.SA,Devant Recebiveis Imobiliarios Fundo De Investimento Imobiliario,24.79
IINLG11.SA,Inter Logistico Fundo De Investimento Imobiliario - FII,77.14
DDMVF3.SA,d1000 Varejo Farma Participações S.A.,6.84
VVRTM11.SA,FII VRTM    CI,7.30
MMFII11.SA,Mérito Desenvolvimento Imobiliário I FII - Fundo de Investimento Imobiliário,77.05
EEALT4.SA,Electro Aço Altona S.A.,14.05
TTOPP11.SA,Rbr Top Offices Fundo De Investimento Imobiliario Responsabilidade Limitada,74.65
HHBTS5.SA,Companhia Habitasul de Participações,36.97
BBOBR4.SA,Bombril S.A.,1.28
MMEAL3.SA,International Meal Company Alimentação S.A.,1.16
PPATL11.SA,Patria Logistica Fundo De Investimento Imobiliario,66.58
LLASC11.SA,Legatus Shoppings Fundo De Investimento Imobiliario - FII,112.85
NNEWL11.SA,Newport Logastica Fundo De Investimento Imobiliario,116.99
PPLAG11.SA,Vbi Agro - Fundo De Investimento Imobiliario,62.00
FFIIB11.SA,Real Estate Investment Fund Industry in Brazil,472.61
KKCRE11.SA,Kinea Creditas Fundo De Investimento Imobiliario - FII,8.82
EEALT3.SA,Electro Aço Altona S.A.,14.10
CCPOF11.SA,Capitania Office Properties FII - Fundo De Investimento Imobiliario,110.00
FFATN11.SA,BRC Renda Corporativa FII - FII Athena I,87.50
CCTKA4.SA,Karsten S.A.,49.25
SSNFF11.SA,Suno Fundo De Fundos De Investimento Imobiliario,77.67
CCTKA3.SA,Karsten S.A.,50.00
KKISU11.SA,Kilima Fundo De Investimento Em Cotas De Fundos Imobiliarios Suno 30,7.01
LLIFE11.SA,Life Capital Partners Fundo De Investimentos Imobiliarios,8.93
HHDOF11.SA,Hedge Paladin Design Offices Fundo De Investimento Imobiliario,90.00
PPORD11.SA,Polo Fundo de Investimento Imobiliário - Recebíveis Imobiliários II - FII,8.12
RRPRI11.SA,RBR Premium Recebiveis Imobiliarios Fundo De Investimento Imobiliario,86.40
HHPDP11.SA,Hedge Real Estate I Fundo De Investimento Imobliario,89.89
HHABT11.SA,Habitat Ii - Fundo De Investimento Imobiliario,76.98
DDOHL4.SA,Döhler S.A.,3.82
MMNPR3.SA,Minupar Participações S.A.,4.05
VVGRI11.SA,Valora Renda Imobiliaria Fundo De Investimento Imobiliario - Responsabilidade Limitada,8.20
WWHGR11.SA,Whg Real Estate Fundo De Investimento Imobiliario – Fii,9.22
BBTYU11.SA,FII BTYU    CI  ER,9.36
CCXCO11.SA,Fundo De Investimento Imobiliario Caixa Imoveis Corporativos,70.75
AAIEC11.SA,Autonomy Edifícios Corporativos Fundo de Investimento Imobiliario,57.29
TTPIS3.SA,Triunfo Participações e Investimentos S.A.,6.35
OOUJP11.SA,Ourinvest Jpp Fundo Investimento Imobiliario - Fii,83.85
NNSLU11.SA,Hospital Nossa Senhora De Lourde Fund,209.47
JJCCJ11.SA,FOF JHSF Capital Fundo De Investimento Imobiliario,157.99
RRCSL4.SA,Recrusul S/A,7.20
AAJFI11.SA,Capitania Malls Fundo De Investimento Imobiliario,8.25
BBALM3.SA,Baumer S.A.,26.00
EETER3.SA,Eternit S.A.,4.09
PPQDP11.SA,Parque Dom Pedro Shopping Center Fund,"2,329.00"
LLPSB3.SA,LPS Brasil - Consultoria de Imóveis S.A.,1.76
NNGRD3.SA,Neogrid Participações S.A.,26.80
JJOPA3.SA,JOSAPAR Joaquim Oliveira S.A. Participações,22.00
BBTRA11.SA,Fundo De Investimento Imobiliario Btg Pactual Terras Agricolas,68.69
VVVMR11.SA,FII MULT RENCI,81.99
FFHER3.SA,Fertilizantes Heringer S.A.,4.20
AAPXM11.SA,Fundo De Investimento Imobiliario Apex Malls - FII,79.95
AAROA11.SA,FII AROA    CI,1.12
FFLMA11.SA,Unitas DTVM S.A.,161.60
